PUMFID,PROVR,CH_AGE,PMK3_05R,ARR_05,ARR_20AR,ARR_20BR,ARR_20CR,ARR_20DR,ARR_20GR,ARR_20HR,ARR_20IR,NUMCARER,ARRT20AR,ARRT20BR,ARRT20CR,ARRT20DR,ARRT20GR,ARRT20HR,MAINR,ARR_45,ARR_70AR,ARR_70BR,ARR_70CR,ARR_70DR,ARR_70GR,ARR_70HR,ARR_75AR,ARR_75BR,ARR_75CR,ARR_75DR,ARR_75GR,ARR_75HR,ARR_80,ARR_85R,ARR_90,ARR_95AR,ARR_95BR,ARR_95CR,ARR_95DR,ARR_95ER,ARR_95HR,ARR_95JR,ARR_95KR,ARR_95LR,ARR_95MR,ARR100R,ARR_105,ARR110AR,ARR110BR,ARR110CR,ARR110DR,ARR110ER,ARR110FR,ARR110HR,ARR110KR,ARR_115A,ARR_115B,ARR_115C,ARR_115D,ARR_115E,ARR_115F,ARR_115G,ARR_115H,ARR_115I,ARR_115J,ARR_115K,ARR_120,ARR125R,ARR130AR,ARR130BR,ARR130CR,ARR130DR,ARR130ER,ARR130HR,ARR130IR,ARR130KR,ARR130LR,ARR135BR,ARR135CR,ARR135DR,ARR135ER,ARR135FR,ARR135GR,ARR135JR,ARR135KR,ARR135MR,ARR_140R,HHINCR,EDUGRP,IIDFLAG,USE_CARE,COSTG_AR,COSTG_BR,COSTG_CR,COSTG_DR,COSTG_GR,COSTG_HR,ALLCOSTG,WTPP,VERDATE
6552,48,9,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,1,2,1,1,1,3,2,2,6,6,6,6,6,6,6,845.5103,29/03/2023
6554,13,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,2,6,6,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,3,2,2,1,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,6,1,6,6,1,102.387,29/03/2023
6555,11,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,3,3,2,2,6,6,6,6,6,6,6,25.9843,29/03/2023
6556,35,1,2,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,4,6,6,6,6,6,2,6,6,6,6,6,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,2,6,6,6,6,6,2,931.5946,29/03/2023
6557,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,6,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,4,2,3,2,2,6,6,6,6,6,6,6,1112.6901,29/03/2023
6558,59,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,9,3,2,2,6,6,6,6,6,6,6,512.3572,29/03/2023
6560,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,769.1961,29/03/2023
6563,48,2,2,1,2,2,2,1,2,2,2,1,6,6,6,3,6,6,4,2,6,6,6,5,6,6,6,6,6,1,6,6,2,6,6,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,6,6,6,3,6,6,3,835.9022,29/03/2023
6564,10,1,1,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,1,6,6,6,1,92.8252,29/03/2023
6565,13,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3,1,3,2,2,6,6,6,6,6,6,6,85.8728,29/03/2023
6566,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,3,9,1,2,2,6,6,6,6,6,6,6,1086.6141,29/03/2023
6567,10,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,99,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,1,1,3,3,2,2,6,6,6,6,6,6,6,105.6457,29/03/2023
6568,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,1,3,2,2,6,6,6,6,6,6,6,131.0835,29/03/2023
6569,24,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,1,1,6,6,6,6,6,1,676.036,29/03/2023
6570,11,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,2,2,6,6,6,6,6,6,6,33.2328,29/03/2023
6571,35,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,1,1,2,3,2,2,6,6,6,6,6,6,6,931.5946,29/03/2023
6572,10,1,2,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,3,6,6,6,6,6,2,6,6,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,6,6,6,1,6,6,1,92.4776,29/03/2023
6573,47,9,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,2,6,6,6,6,6,6,6,266.1172,29/03/2023
6574,35,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,2,1,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,1,6,6,6,6,6,1,1086.6141,29/03/2023
6575,11,2,1,1,2,2,2,2,2,1,2,1,6,6,6,6,6,1,6,3,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,6,6,6,2,2,26.6713,29/03/2023
6577,46,2,1,1,1,2,2,1,2,2,2,2,1,6,6,1,6,6,1,1,5,6,6,2,6,6,2,6,6,1,6,6,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,1,6,6,9,6,6,9,235.4592,29/03/2023
6578,35,2,1,1,2,2,2,2,2,1,2,1,6,6,6,6,6,3,6,2,6,6,6,6,6,5,6,6,6,6,6,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,6,6,2,2,1308.6213,29/03/2023
6579,12,1,2,1,2,2,2,2,2,1,2,1,6,6,6,6,6,2,6,3,6,6,6,6,6,5,6,6,6,6,6,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,6,6,2,2,157.7791,29/03/2023
6580,48,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,3,2,2,6,6,6,6,6,6,6,644.9153,29/03/2023
6582,11,1,2,1,2,2,2,2,1,2,2,1,6,6,6,6,2,6,5,2,6,6,6,6,5,6,6,6,6,6,2,6,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,6,2,6,2,19.6573,29/03/2023
6583,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,2,2,2,1,3,2,2,2,6,6,6,6,6,6,6,985.728,29/03/2023
6584,12,1,2,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,4,6,6,6,6,6,2,6,6,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,9,2,2,1,6,6,6,9,6,6,9,125.4122,29/03/2023
6586,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,1,3,2,2,2,6,6,6,6,6,6,6,608.9879,29/03/2023
6587,24,1,2,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,1,6,6,6,6,6,1,645.1533,29/03/2023
6589,46,1,1,1,2,2,2,1,2,2,2,1,6,6,6,1,6,6,4,2,6,6,6,2,6,6,6,6,6,1,6,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,3,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,1,6,6,1,284.0261,29/03/2023
6590,59,2,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,4,6,6,6,6,6,9,6,6,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,6,6,6,1,6,6,1,577.8099,29/03/2023
6591,35,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,6,6,6,6,6,6,6,1028.7052,29/03/2023
6592,13,1,1,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,1,2,2,2,1,2,1,1,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,1,6,6,6,1,104.3205,29/03/2023
6593,12,1,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,1,6,6,6,6,6,1,133.907,29/03/2023
6594,47,1,1,1,2,2,2,1,1,1,2,2,6,6,6,9,9,9,5,2,6,6,6,1,3,2,6,6,6,1,2,1,2,6,6,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,1,3,2,1,1,6,6,6,1,9,1,9,223.4166,29/03/2023
6595,12,1,1,1,2,2,2,1,2,1,2,2,6,6,6,2,6,2,6,2,6,6,6,2,6,3,6,6,6,1,6,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,6,1,6,1,1,139.124,29/03/2023
6596,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,762.184,29/03/2023
6597,47,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,214.1897,29/03/2023
6598,24,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,1,6,6,6,6,6,1,724.9027,29/03/2023
6599,35,9,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,2,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,9,2,2,1,1,6,6,6,6,6,1,1112.6901,29/03/2023
6600,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
6601,47,1,2,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,3,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,1,6,6,6,6,6,1,202.3368,29/03/2023
6602,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,1,2,3,2,2,6,6,6,6,6,6,6,931.5946,29/03/2023
6603,24,1,2,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,1,1,1,1,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,1,6,6,6,6,6,1,690.4698,29/03/2023
6606,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,3,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
6607,35,1,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,1,1,6,6,6,6,6,1,933.1956,29/03/2023
6608,48,9,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,644.9153,29/03/2023
6609,12,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,3,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,6,6,6,6,6,2,139.124,29/03/2023
6610,24,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,3,3,2,2,6,6,6,6,6,6,6,724.9027,29/03/2023
6611,46,2,2,1,2,2,2,1,2,1,2,2,6,6,6,2,6,1,4,2,6,6,6,2,6,2,6,6,6,1,6,1,2,6,6,1,2,1,1,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,9,1,2,1,6,6,6,1,6,1,1,224.9314,29/03/2023
6612,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,1,2,2,6,6,6,6,6,6,6,1112.6901,29/03/2023
6613,35,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,3,4,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,6,6,6,6,6,2,931.5946,29/03/2023
6614,47,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,3,2,3,2,2,6,6,6,6,6,6,6,207.4729,29/03/2023
6615,35,1,1,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,2,6,6,1,2,1,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,1,6,6,1,6,6,6,1,933.1956,29/03/2023
6616,59,1,1,1,2,2,2,2,2,1,2,1,6,6,6,6,6,4,6,2,6,6,6,6,6,4,6,6,6,6,6,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,6,6,3,3,467.1728,29/03/2023
6617,48,2,2,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,4,6,6,6,6,6,2,6,6,6,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,1,6,6,9,6,6,6,9,528.4891,29/03/2023
6618,59,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,1,6,6,1,512.3572,29/03/2023
6619,10,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,2,2,1,3,3,2,2,6,6,6,6,6,6,6,62.6883,29/03/2023
6620,46,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,1,3,2,2,6,6,6,6,6,6,6,205.9348,29/03/2023
6621,35,9,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,9,1,2,2,6,6,6,6,6,6,6,1086.6141,29/03/2023
6622,46,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,1,1,2,2,6,6,6,6,6,6,6,205.9348,29/03/2023
6623,13,2,1,1,2,2,1,2,2,2,2,1,6,6,2,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,2,6,6,1,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,2,6,6,6,2,129.2179,29/03/2023
